SeqID	Pos	Strand	logFC	logCPM	LR	PValue	PValue.adj	MatchedFeatureType	MatchedFeatureID	MatchedFeatureGene	MatchedFeatureDescription	MatchedFeatureStart	MatchedFeatureEnd	MatchedFeatureStrand
NC_000913.3	4166678	+	-0.833795925648634	6.07711660042632	5.45253842303566	0.0195399150093261	0.0598221847384202	rRNA	rna156	rrsB	16S ribosomal RNA	4166659	4168200	+
NC_000913.3	4169130	+	-0.803129582363156	6.55535196991059	5.4527399147953	0.0195376616086267	0.0598221847384202	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	3944908	+	-0.83767739227951	5.39893731441742	5.45085571581854	0.0195587442066645	0.0598430895186864	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	3720119	+	0.84795119917054	6.07659077833971	5.44303831646398	0.01964646583381	0.0600735625637604	CDS	cds3532	cspA	cold shock protein CspA	3720049	3720261	+
NC_000913.3	4210333	+	-0.957235456898052	5.36090596237326	5.44329444713429	0.0196435852714225	0.0600735625637604	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	4038010	+	-0.743479914588698	6.10078552990654	5.43889869906306	0.0196930824749161	0.0601971139796159	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	227391	+	-0.980022181267484	5.18410364547739	5.4368345097313	0.0197163702296585	0.0602492990655989	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	3720101	+	0.983803597914586	7.0047405658002	5.43503013553879	0.0197367501258683	0.0602925682225153	CDS	cds3532	cspA	cold shock protein CspA	3720049	3720261	+
NC_000913.3	3944060	+	-0.88892271031775	6.68219466842521	5.43421362996447	0.019745979482125	0.0603017577568485	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	3423731	-	-0.937753513091381	8.76220041593089	5.43213989069727	0.01976944002111	0.0603484628626283	rRNA	rna119	rrfD	5S ribosomal RNA	3423668	3423787	-
NC_000913.3	3426676	-	-0.925823394856574	4.4232458035447	5.42526513701567	0.0198474215468072	0.0605352602432985	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3426334	-	-0.934561356222686	6.1732780857901	5.4195329974018	0.0199126853395744	0.0606961191812877	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	4210426	+	-1.51663745848177	7.30097477891413	5.41268438359296	0.0199909519112581	0.060915528725503	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3448465	-	0.906725567018677	3.96739887910041	5.4068610397376	0.0200577518399244	0.0610806750186575	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
NC_000913.3	3428669	-	-0.936132862309979	5.9635171930434	5.40127035628089	0.0201221001152038	0.0612381527210896	rRNA	rna123	rrsD	16S ribosomal RNA	3427221	3428762	-
NC_000913.3	1147132	+	0.717351409879262	4.32085026968772	5.39809960917847	0.0201586899820575	0.0612917760339031	CDS	cds1077	yceD	DUF177 domain-containing protein YceD	1146794	1147315	+
NC_000913.3	4169089	+	-1.82137819400011	8.34212463833609	5.39857488154087	0.0201532010408008	0.0612917760339031	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	2726132	-	-0.929071812581126	8.75046756626056	5.3989836738977	0.0201484811166087	0.0612917760339031	rRNA	rna84	rrfG	5S ribosomal RNA	2726069	2726188	-
NC_000913.3	223790	+	-0.848177505879571	6.09142063707306	5.39630754263317	0.0201794005474206	0.0613355062734863	rRNA	rna3	rrsH	16S ribosomal RNA	223771	225312	+
NC_000913.3	3943989	+	-0.763826902890252	6.20577954414588	5.3956501438584	0.0201870034937	0.0613393808352459	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	2727095	-	-1.00101274671277	6.1245950393993	5.39323078570757	0.0202150093723935	0.0614052290337229	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	507218	+	-0.849757112773736	5.22285159361166	5.39235146131019	0.0202251981640306	0.0614169316428409	ncRNA	rna13	chiX	small regulatory RNA ChiX	507204	507287	+
NC_000913.3	1641508	-	1.02314390349041	6.13442516325937	5.3899291769813	0.0202532928162721	0.061482983798348	CDS	cds1575	cspB	Qin prophage; cold shock-like protein CspB	1641339	1641554	-
NC_000913.3	4168957	+	-0.756401099549661	4.66854515198438	5.38672029814437	0.0202905728865768	0.0615739046001036	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	4212841	+	-0.765556657094838	5.03782291535472	5.38467707067338	0.0203143476485013	0.0616104417261964	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3426438	-	-0.750965517221647	4.7092507788769	5.37134113496359	0.0204702325817112	0.0620249966910055	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	4037835	+	-0.776062654596581	4.66075394385375	5.37020459044293	0.0204835748486446	0.0620460284399725	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	226041	+	-0.725467449096986	4.76354877164927	5.3631570185798	0.020566509705268	0.0622777814973954	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	1051529	+	1.00463616272778	4.80849455661555	5.36093211765921	0.0205927641224016	0.0623378084442345	CDS	cds981	cspG	cold shock protein CspG	1051461	1051673	+
NC_000913.3	1147147	+	0.599998206559381	4.08962428318198	5.35735087253078	0.020635096610868	0.0624269636233282	CDS	cds1077	yceD	DUF177 domain-containing protein YceD	1146794	1147315	+
NC_000913.3	4208265	+	-1.29457318642935	6.25063414551247	5.35758592283213	0.0206323154149167	0.0624269636233282	rRNA	rna165	rrsE	16S ribosomal RNA	4208147	4209688	+
NC_000913.3	4168997	+	-0.80712252991876	5.8145809873075	5.3546224961255	0.0206674080964019	0.0624857101305127	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	4039102	+	-0.826884116147163	4.68739569745357	5.35165380155983	0.0207026250866504	0.0625531623955432	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	3944168	+	-0.731705562074354	5.4583915328939	5.34828891363442	0.0207426171210536	0.0626544679820419	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	4170968	+	-0.863665205423384	5.00873822783073	5.34348245086282	0.0207998811160594	0.0628054119059328	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	1799692	-	1.01000766788493	4.56083625164064	5.34081887009518	0.0208316853281602	0.0628451683429371	CDS	cds1736	rplT	50S ribosomal subunit protein L20	1799393	1799749	-
NC_000913.3	2728783	-	-0.805676164119993	6.65142527702506	5.34107043959253	0.0208286793375922	0.0628451683429371	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	226252	+	-0.679110267843968	4.82918181356229	5.33779750756475	0.0208678225223454	0.0629156255253778	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	4037967	+	-1.81016127977033	8.33121693112602	5.33398221541779	0.0209135482654568	0.0630332784008309	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	4039847	+	-0.839286228671499	4.96182309657573	5.32818045174025	0.0209832804175934	0.0632237914478497	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	2002582	-	-1.51512994019611	6.70784353118427	5.32591165451552	0.0210106147961076	0.0632471705648046	CDS	cds1946	fliC	flagellar filament structural protein	2002110	2003606	-
pC008	4627	+	0.610724371766088	3.67961462502625	5.32641368382419	0.021004563193546	0.0632471705648046	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	4180453	+	0.819467518697453	5.3005594585157	5.32505905163387	0.0210208964461681	0.0632584753966804	CDS	cds3940	rplJ	50S ribosomal subunit protein L10	4179996	4180493	+
NC_000913.3	4210421	+	-0.999384124836376	5.00722654599782	5.32271201614977	0.0210492265619115	0.0633240698524543	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3311570	-	0.691743118020267	4.49299106111326	5.32194919745991	0.0210584427443697	0.0633321394729059	CDS	cds3153	rpsO	30S ribosomal subunit protein S15	3311415	3311684	-
NC_000913.3	3426399	-	-0.905142315053259	4.98347191931641	5.32028520144726	0.0210785612183076	0.0633533314384667	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3427475	-	-1.20694872948412	6.15294654999549	5.32070292282131	0.0210735089061298	0.0633533314384667	rRNA	rna123	rrsD	16S ribosomal RNA	3427221	3428762	-
NC_000913.3	226038	+	-0.732524844325754	5.1577195116892	5.31503958270708	0.0211421134601405	0.0635246453097154	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	1292672	-	0.861732031205539	6.59878586813941	5.31358132240246	0.0211598159282624	0.0635581331864417	CDS	cds1235	hns	DNA-binding transcriptional dual regulator H-NS	1292509	1292922	-
NC_000913.3	3448525	-	0.927325697051507	4.81868941296193	5.31008406092376	0.021202333283825	0.0636661141636048	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
pC008	2370	+	0.826134368624097	6.55668517967731	5.30861682648609	0.0212201972585689	0.0637000223063822	CDS	cds_pC008.7	bla	beta-lactamase	1565	2425	+
NC_000913.3	1891221	-	0.952137982569948	6.0215616107908	5.30792420117515	0.0212286355711216	0.0637056237123472	CDS	cds1829	tsaB	N(6)-L-threonylcarbamoyladenine synthase, TsaB subunit	1890572	1891267	-
NC_000913.3	225771	+	-1.4967516482284	6.19660597310816	5.30592070246672	0.0212530639259974	0.0637591917779921	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	4210055	+	-1.49410896058307	6.27463462111127	5.30447409939251	0.0212707202264768	0.063792416817834	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3447461	-	0.901071542561683	4.05221863687503	5.30076226702164	0.0213160939506421	0.0639087221353461	CDS	cds3286	rplX	50S ribosomal subunit protein L24	3447453	3447767	-
NC_000913.3	1051583	+	0.808516266753387	5.74311235054628	5.29967982214486	0.02132934470172	0.0639256164077075	CDS	cds981	cspG	cold shock protein CspG	1051461	1051673	+
NC_000913.3	4038064	+	-0.89780166446857	6.65623853059055	5.29922467614669	0.0213349189186974	0.0639256164077075	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	226050	+	-0.954590505122899	5.65755265317936	5.29845604388741	0.0213443358563553	0.0639340690530445	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	3720098	+	1.01651130619805	6.22174639346716	5.29482569550538	0.021388871449735	0.064047677158567	CDS	cds3532	cspA	cold shock protein CspA	3720049	3720261	+
NC_000913.3	226105	+	-0.834382151905328	6.2992904719103	5.29342946430206	0.0214060254344889	0.0640594641977466	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	2728787	-	-0.865446611995686	6.03709377214584	5.28960443212573	0.021453092471089	0.0641805016426745	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3944082	+	-0.943191969856582	5.01996915445739	5.2829221577544	0.0215355751551631	0.0643478205853872	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	2727105	-	-0.608529720447235	4.28289773819103	5.28398971337938	0.0215223757711916	0.0643478205853872	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3426243	-	-0.71311614170636	5.42180764959679	5.28311951853142	0.0215331343317998	0.0643478205853872	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3944513	+	0.652700642475592	4.34495980838165	5.27307688619819	0.0216576990678349	0.0646529341128806	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	2728772	-	-0.97356797759113	6.65482547240425	5.27058744174386	0.0216886923771925	0.0647255219249159	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	226807	+	-0.882682000925779	4.38888743766446	5.26905037381445	0.0217078516341069	0.0647428325813533	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	3426338	-	-0.725149929114454	4.92632184960039	5.26722160832491	0.0217306696785605	0.0647757865598335	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3943021	+	-1.18801825554507	5.79163175986167	5.25903710659473	0.0218330948550131	0.0650563136887923	rRNA	rna135	rrsC	16S ribosomal RNA	3941808	3943349	+
NC_000913.3	3210791	+	0.988415958367033	5.64291905259809	5.25531900939795	0.0218797901199545	0.0651553934355511	CDS	cds3057	rpsU	30S ribosomal subunit protein S21	3210781	3210996	+
NC_000913.3	226788	+	-0.678391342951924	4.58547172386287	5.25167446466526	0.021925662036466	0.0651777136992325	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	4168653	+	-1.5092288668004	6.26902394976729	5.25151823024731	0.0219276306998037	0.0651777136992325	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	4168931	+	-0.944436282052602	5.38142377691296	5.25316159575468	0.0219069323025196	0.0651777136992325	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	2729948	-	-0.970365359796411	4.87518165583844	5.25226759303479	0.0219181898691875	0.0651777136992325	rRNA	rna87	rrsG	16S ribosomal RNA	2729616	2731157	-
NC_000913.3	3448549	-	0.741092622877355	4.51983338016537	5.253119997932	0.0219074559826719	0.0651777136992325	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
NC_000913.3	1292666	-	0.6823856169901	4.6157390381579	5.2473262223358	0.0219805213580437	0.0653148968496376	CDS	cds1235	hns	DNA-binding transcriptional dual regulator H-NS	1292509	1292922	-
NC_000913.3	2942731	+	-0.707405791036051	4.99374588449491	5.23940806429642	0.0220807857701289	0.065592723404799	ncRNA	rna99	gcvB	small regulatory RNA GcvB	2942696	2942900	+
NC_000913.3	4038084	+	-0.886052470008953	5.83259948718822	5.23678518298338	0.0221141026074957	0.0656715675779582	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
pC008	1695	+	0.802657918043861	4.46806826506255	5.2354534134147	0.022131039180536	0.0657017343880354	CDS	cds_pC008.7	bla	beta-lactamase	1565	2425	+
NC_000913.3	2728046	-	-1.21184554385947	5.33837677050026	5.23461873432626	0.0221416609317381	0.0657131412772008	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3426366	-	-1.01781079832937	8.67264285887438	5.22864204042462	0.0222178721123801	0.0658989701301407	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3210797	+	0.99303658024674	5.84697898623583	5.22246669962529	0.0222969018161569	0.06611314447966	CDS	cds3057	rpsU	30S ribosomal subunit protein S21	3210781	3210996	+
NC_000913.3	4168932	+	-0.924267652846478	5.68580984583319	5.21979863674937	0.0223311367313222	0.0661944062191763	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	4040566	+	-2.35408187488852	8.23083482206627	5.2158504301816	0.0223818976065109	0.0663245898807428	rRNA	rna151	rrfA	5S ribosomal RNA	4040517	4040636	+
NC_000913.3	1292719	-	0.785886616263707	4.56157709732271	5.2125661492396	0.0224242136745918	0.0664093807356608	CDS	cds1235	hns	DNA-binding transcriptional dual regulator H-NS	1292509	1292922	-
NC_000913.3	3793636	-	0.797986885073248	3.64033375901298	5.21151064930132	0.0224378307776431	0.0664294116456	CDS	cds3599	htrL	protein HtrL	3792826	3793683	-
NC_000913.3	3944085	+	-0.907968228061172	4.7338786061815	5.20682303496316	0.0224984097284316	0.0665680969162659	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	3943716	+	-1.46801805615565	6.25618781784138	5.20398054971005	0.022535226234819	0.06661602558527	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	4038067	+	-0.727690792483877	4.7502363762478	5.20017645614903	0.0225845954142148	0.0667095888828907	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	3425055	-	-0.888900107359724	4.68169645205418	5.19995106304993	0.0225875240600069	0.0667095888828907	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3448558	-	0.668827238279235	4.19742879200969	5.20051411110344	0.0225802088299877	0.0667095888828907	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
NC_000913.3	4037838	+	-0.753704780770098	4.52998137176432	5.19798367935008	0.0226131039807492	0.0667647934466652	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	4169024	+	-1.47695444510367	7.30152439319644	5.19591890316107	0.0226399824864418	0.0668237972719491	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
pC008	4109	+	-1.00732391791973	15.075886804097	5.19332551273692	0.0226737892152732	0.0669032081776692	promoter	pC008.14	tetR	NA	4072	4127	+
NC_000913.3	3210790	+	0.86282151600649	6.04323640806617	5.1900651321842	0.0227163648878978	0.0670084372667051	CDS	cds3057	rpsU	30S ribosomal subunit protein S21	3210781	3210996	+
NC_000913.3	4329142	+	-1.15608931806522	5.65338973647732	5.17952224911731	0.0228546071474384	0.0673547300334815	CDS	cds4063	crfC	clamp-binding sister replication fork colocalization protein	4327135	4329363	+
NC_000913.3	3942386	+	-0.880889850732672	5.30853760402772	5.1758960517491	0.0229023565026426	0.0674749366504908	rRNA	rna135	rrsC	16S ribosomal RNA	3941808	3943349	+
NC_000913.3	4169018	+	-1.0194903503636	4.99987962874385	5.16753060808723	0.0230129065712978	0.0677800374948617	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	226254	+	-0.717603794704939	5.4122724895862	5.16500879600017	0.0230463409364948	0.067857892678446	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	3944278	+	-0.837650410688247	6.14396523133749	5.16224146624282	0.0230830883458635	0.0679454525771195	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	4037902	+	-1.51668716930074	7.27236467755732	5.16070841311011	0.0231034719198836	0.0679848067150673	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	225983	+	-0.735987417210956	5.17193227881931	5.1558690638825	0.0231679387322756	0.0681538179459627	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	3443174	-	-0.881857566252151	4.68018015766634	5.15287090210585	0.023207971920149	0.0682508713052196	CDS	cds3277	secY	Sec translocon subunit SecY	3442766	3444097	-
NC_000913.3	3210792	+	0.7949879475508	4.55313083789366	5.14993155152328	0.0232472894532345	0.0683250384081875	CDS	cds3057	rpsU	30S ribosomal subunit protein S21	3210781	3210996	+
NC_000913.3	3424694	-	-1.00730226349127	6.11884266626139	5.14673951980171	0.0232900651462886	0.068430009537125	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	2728767	-	-1.00812033247501	8.68629826779786	5.14343118583573	0.0233344855092893	0.068539747891376	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3945335	+	-0.933138822367615	4.64158554435283	5.14124517708247	0.0233638848187471	0.0686053121927039	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	2727037	-	0.913354681075285	6.93503156647185	5.13988493881168	0.0233821978450388	0.0686382930684315	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	226141	+	-1.01034364671363	4.73153919577675	5.13928567120828	0.0233902705682201	0.0686412027301718	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	4210532	+	-0.785482338234423	6.55571116901595	5.13628944181373	0.0234306760903725	0.0687181674263179	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	4037817	+	-0.84653124478375	6.31733971553378	5.1336470881577	0.0234663694957126	0.0688020325232735	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	4425764	+	0.814610816589792	4.27157023455197	5.13038986676225	0.0235104462552479	0.0689104189755423	CDS	cds4156	priB	primosomal replication protein N	4425520	4425834	+
NC_000913.3	3944153	+	-0.752761968295981	5.71384496089243	5.12743821749673	0.0235504621591982	0.0690068409035999	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	2730216	-	-1.08549823058799	5.32829412924532	5.12552465900156	0.0235764422604099	0.0690620897038843	rRNA	rna87	rrsG	16S ribosomal RNA	2729616	2731157	-
NC_000913.3	4038532	+	-1.87588872815147	5.76254827586779	5.12236762057674	0.0236193698947898	0.0691256095902096	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	4168982	+	-0.899434863326124	6.83309602323462	5.12235650384293	0.0236195211970261	0.0691256095902096	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	3426436	-	-0.855127040860649	7.28493176369194	5.12239298383011	0.0236190246967134	0.0691256095902096	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3426219	-	-0.90547698822775	8.13703231563873	5.11946155363586	0.0236589566127995	0.0692201226827242	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3410995	+	0.78920230282577	4.52499715434873	5.11709673758464	0.0236912211388136	0.0692518113686733	CDS	cds3244	dusB	tRNA-dihydrouridine synthase B	3410280	3411245	+
NC_000913.3	2728739	-	-0.746765912692843	4.90636552712548	5.11491835851009	0.0237209823802217	0.0693179023851339	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
pC008	4105	+	-0.886741842044932	6.71431920424778	5.10630397861038	0.0238390533301406	0.0695999831111606	promoter	pC008.14	tetR	NA	4072	4127	+
NC_000913.3	2710092	-	-1.02742641804918	4.54692706741259	5.10047557751805	0.0239192845413974	0.0697921809331021	CDS	cds2588	rseD	rpoE leader peptide	2710009	2710164	-
NC_000913.3	2728644	-	-0.701184215389724	5.42642247710138	5.10061652875309	0.0239173409672566	0.0697921809331021	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3946502	+	-0.750364135970842	4.98689334567113	5.09957680803731	0.0239316815119129	0.0698073394206958	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	226142	+	-1.4924418147192	7.31424494715427	5.09399460744737	0.0240088277184116	0.0699692023675778	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	3720091	+	1.04621638204871	6.58930164398688	5.09470348910065	0.0239990166655349	0.0699692023675778	CDS	cds3532	cspA	cold shock protein CspA	3720049	3720261	+
NC_000913.3	4211437	+	-0.997652573835477	4.67364898829469	5.09400785504704	0.0240086443310402	0.0699692023675778	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	1908428	-	0.774083692358815	3.60194071882592	5.08940049385908	0.0240725120455447	0.0701290587343311	CDS	cds1848	yebO	uncharacterized protein YebO	1908261	1908548	-
NC_000913.3	3426427	-	-0.880382886797874	7.13149667560899	5.08421487379968	0.0241446065282401	0.0702886796349837	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3944063	+	-0.877998607044715	5.03768817195007	5.08308419495678	0.0241603558214547	0.0703051122717984	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	4037873	+	-0.812574360182377	6.03654162714302	5.08233819189145	0.0241707527785744	0.0703142577078998	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	2727612	-	-0.832745508202605	6.28191669238838	5.07904790519003	0.0242166645368786	0.0703844465834975	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3473886	-	0.690478203252032	4.78623859158378	5.07920485472566	0.0242144724522757	0.0703844465834975	CDS	cds3318	rpsG	30S ribosomal subunit protein S7	3473542	3474081	-
NC_000913.3	4210608	+	-0.860838915551543	5.85864502452272	5.07756369825623	0.0242374043585957	0.0704207743815372	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	20891	-	1.03314871649006	4.08503532411274	5.07711386562626	0.0242436938111204	0.0704207743815372	CDS	cds22	rpsT	30S ribosomal subunit protein S20	20815	21078	-
NC_000913.3	226140	+	-0.879396324440657	4.72463312745924	5.0759058881375	0.0242605918453573	0.0704487467816202	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	2744444	-	-0.72972495282297	4.76931120402126	5.07257525628545	0.0243072463847117	0.0705019184690954	CDS	cds2616	rplS	50S ribosomal subunit protein L19	2744183	2744530	-
NC_000913.3	3425642	-	-0.641446962088013	4.4932292365897	5.07276556661222	0.0243045780659241	0.0705019184690954	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3426386	-	-0.866613006124179	6.03747578375228	5.06814559548279	0.0243694400967551	0.0706378537254329	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3944087	+	-1.47614851275323	7.27478087127828	5.06615412175552	0.0243974547459613	0.0706979159499561	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	3317694	-	0.692619303023894	3.88068410939526	5.0636823710905	0.024432272080834	0.0707776489179689	CDS	cds3158	rimP	ribosome maturation factor RimP	3317554	3318006	-
NC_000913.3	4039733	+	-0.766300673439848	5.80188861664269	5.06106739818085	0.0244691629949218	0.0707998796745602	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	4167237	+	-0.889372374247601	5.30780105300531	5.06154319309149	0.0244624463852295	0.0707998796745602	rRNA	rna156	rrsB	16S ribosomal RNA	4166659	4168200	+
NC_000913.3	4170276	+	-1.05106271308117	5.36149690852725	5.0582820267355	0.024508521404025	0.0708324219418143	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	4210397	+	-0.787192288987969	6.01543055164181	5.05931442365566	0.0244939255665946	0.0708324219418143	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3426362	-	-0.801608056018769	6.38779995161738	5.05820291271576	0.0245096402757501	0.0708324219418143	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3946730	+	-1.59006887693286	5.40281150440409	5.05546015079412	0.0245484626391905	0.0709023386059814	rRNA	rna138	rrfC	5S ribosomal RNA	3946700	3946819	+
NC_000913.3	3447501	-	0.689982085366452	4.05340422461478	5.05071985268349	0.0246157096222925	0.0710542207769151	CDS	cds3286	rplX	50S ribosomal subunit protein L24	3447453	3447767	-
NC_000913.3	176560	+	0.760119111815123	5.54341778644796	5.04855916815053	0.0246464250088778	0.0711217021765564	CDS	cds155	yadW	protein YadW	176552	176617	+
NC_000913.3	2731122	-	0.68374419048559	3.79093006879977	5.04537442214759	0.0246917705718444	0.0712313488550261	rRNA	rna87	rrsG	16S ribosomal RNA	2729616	2731157	-
NC_000913.3	4037865	+	-0.815302377954782	6.33711326329035	5.0443062788334	0.0247069985667698	0.0712540723319547	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
