GeneID	Name	NT1_5min	NT2_5min	NT3_5min	T1_5min	T2_5min	T3_5min
gene660	mrdA	2342	1731	1694	1543	1583	1442
gene661	rlmH	790	658	594	942	938	894
gene662	rsfS	1619	1352	1309	1435	1754	1312
gene663	cobC	278	216	202	113	144	112
gene664	nadD	401	471	445	220	314	225
gene665	holA	824	652	607	434	641	509
gene666	lptE	1542	1289	1420	1319	1327	1188
gene667	leuS	5130	5140	5384	3638	4435	3848
gene668	ybeL	493	1355	1664	409	430	388
gene669	ybeQ	335	415	426	398	545	425
gene670	ybeR	66	65	64	129	183	143
gene671	djlB	204	299	316	366	514	387
gene672	ybeT	135	140	165	228	285	239
gene673	ybeU	123	141	152	206	225	204
gene674	djlC	217	236	218	307	410	269
gene675	hscC	271	338	339	242	294	246
gene676	rihA	1031	1375	1273	266	331	213
gene677	gltL	578	615	549	213	296	195
gene678	gltK	264	337	247	132	143	113
gene679	gltJ	319	439	363	206	208	182
gene680	gltI	2291	2203	2066	1845	1847	1410
gene681	insH-3	585	585	486	311	451	294
gene682	lnt	893	808	711	641	741	632
gene683	ybeX	1260	979	852	731	1007	754
gene684	ybeY	176	228	169	144	217	184
gene685	ybeZ	476	521	466	421	559	433
gene686	miaB	1481	1631	1644	2171	2259	2264
gene687	ubiF	329	468	422	223	312	235
gene688	glnX	1078	301	581	3544	3185	2472
gene689	glnV	1424	497	668	4411	4084	3310
gene690	metU	878	325	237	1451	1957	1212
gene691	glnW	553	216	179	3519	3482	2681
gene692	glnU	1447	341	305	4405	4394	3377
gene693	leuW	5213	1683	1103	5285	7033	5033
gene694	metT	2402	760	622	2972	3297	2770
gene695	asnB	672	751	874	634	717	527
gene696	umpH	693	894	944	750	772	730
gene697	nagC	747	1247	1176	377	456	393
gene698	nagA	2019	4510	5498	1745	2073	1877
gene699	nagB	859	1664	1589	593	892	679
gene700	nagE	1168	2529	2468	721	857	706
gene701	glnS	2666	2607	2524	2561	3134	2448
gene702	chiP	455	495	440	302	373	227
gene703	chiQ	321	244	165	406	643	389
gene704	fur	11822	8589	6952	18263	24190	15688
gene705	uof	5832	4656	3972	7538	11885	6579
gene706	fldA	9797	5816	6170	12180	14838	10040
gene707	ybfE	908	525	672	1254	1738	1114
gene708	ybfF	373	380	392	417	669	383
gene709	seqA	2996	4045	4478	3896	4909	4146
gene710	pgm	1548	1948	2213	1204	1445	1262
gene711	ybfP	194	129	119	177	234	178
gene714	potE	163	123	74	170	168	145
gene715	speF	255	202	202	360	443	296
gene716	ybfK	16	26	25	48	47	39
gene717	kdpE	286	485	590	372	406	546
gene718	kdpD	622	789	870	640	732	817
gene719	kdpC	158	138	119	188	223	218
gene720	kdpB	202	198	208	185	254	208
gene721	kdpA	156	164	142	222	307	298
gene722	kdpF	24	52	58	72	114	114
gene723	ybfA	3384	8171	7246	3707	5254	4315
gene724	rhsC	440	525	541	501	681	531
gene725	ybfB	90	122	134	240	295	249
gene727	ybfC	197	240	255	391	517	387
gene728	ybfQ	90	118	137	251	266	247
gene730	ybfD	304	453	449	573	758	639
gene731	ybgA	105	252	280	104	179	119
gene732	phr	196	251	258	146	213	179
gene733	dtpD	143	136	150	132	194	131
gene734	ybgI	611	733	845	505	544	474
gene735	pxpB	121	174	132	85	107	93
gene736	pxpC	224	274	249	152	187	167
gene737	pxpA	173	203	204	115	175	131
gene738	nei	140	188	177	90	126	107
gene739	abrB	125	563	478	54	65	74
gene740	ybgO	229	297	271	349	464	318
gene741	ybgP	194	337	373	346	350	414
gene742	ybgQ	114	150	135	164	222	181
gene743	ybgD	249	267	279	339	401	315
gene744	gltA	5661	5497	4596	9210	10892	8010
gene745	ybgU	10400	10825	12956	21047	22187	19662
gene746	sdhC	2042	1173	975	1913	2147	1368
gene747	sdhD	1487	1220	848	697	772	584
gene748	sdhA	9013	7426	7383	2575	2635	1918
gene749	sdhB	3334	2962	2733	1456	1441	1131
gene750	sucA	10873	10216	8970	4016	4588	3194
gene751	sucB	3194	3555	3964	1111	1129	1010
gene752	sucC	2305	2682	2789	736	845	674
gene753	sucD	1270	1542	1600	594	643	547
gene754	mngR	643	596	667	1281	1621	1142
gene755	mngA	31	32	30	40	38	27
gene756	mngB	334	423	398	450	555	449
gene757	cydA	2068	5145	5287	2062	2476	2140
gene758	cydB	1010	2069	2066	796	1054	968
gene759	cydX	487	800	723	354	479	447
gene760	ybgE	220	227	198	147	238	188
gene761	ybgC	2057	2032	2401	4799	5707	4720
gene762	tolQ	944	961	1097	1947	2678	2182
gene763	tolR	403	363	433	456	472	456
gene764	tolA	929	877	791	842	912	819
gene765	tolB	4175	4644	4911	5674	5797	5158
gene766	pal	12220	10208	11385	11899	13053	9874
gene767	cpoB	2733	1952	1372	2444	3085	2312
gene768	lysT	2959	720	610	12871	13403	12037
gene769	valT	957	308	218	2281	2481	1793
gene770	lysW	2085	464	243	5324	7195	5287
gene771	valZ	569	245	179	1230	1071	880
gene772	lysY	636	121	89	1273	1394	1138
gene773	lysZ	1748	862	702	10930	11650	11354
gene774	lysQ	394	70	43	435	348	340
gene775	nadA	228	225	209	233	285	192
gene776	pnuC	251	321	285	325	364	270
gene777	zitB	243	295	274	253	294	224
gene778	ybgS	137	124	102	99	196	113
gene779	aroG	1926	2594	2148	1899	2812	1831
gene780	gpmA	10526	13761	14844	13566	14589	11566
gene781	galM	1071	1206	1278	844	1028	922
gene782	galK	1234	1826	2031	872	1033	1005
gene783	galT	464	844	715	189	288	248
gene784	galE	1840	3191	2774	734	886	774
gene785	modF	332	459	386	259	315	257
gene786	modE	271	288	301	224	280	209
gene787	acrZ	1625	1965	1735	2597	3259	2763
gene788	modA	1540	2903	2865	1756	2374	2064
gene789	modB	794	1177	1308	657	816	872
gene790	modC	833	951	988	401	546	494
gene791	ybhA	451	686	776	373	537	455
gene792	pgl	295	333	374	254	291	229
gene793	ybhD	135	166	145	207	292	195
gene794	ybhH	79	89	99	134	201	160
gene795	ybhI	53	39	62	70	107	72
gene796	ybhJ	303	238	268	348	408	365
gene797	ybhC	963	939	871	1146	1512	1140
gene798	ybhB	548	600	581	361	382	323
gene799	bioA	719	585	621	958	942	864
gene800	bioB	628	563	445	395	616	447
gene801	bioF	283	227	193	153	159	157
gene802	bioC	264	262	201	145	179	149
gene803	bioD	204	172	185	157	185	157
gene804	uvrB	839	971	1035	767	1007	854
gene805	ybhK	1659	1454	1384	1670	2415	1817
gene806	moaA	968	1592	1298	949	1115	936
gene807	moaB	166	257	315	155	194	182
gene808	moaC	129	180	147	66	97	69
gene809	moaD	106	123	134	60	55	67
gene810	moaE	107	142	137	52	73	61
gene811	ybhL	1479	1941	1798	2172	2497	1924
gene812	ybhM	217	257	245	326	453	331
gene813	ybhN	107	74	55	73	118	65
gene814	clsB	45	41	33	27	56	39
gene815	ybhP	28	39	33	23	24	16
gene816	ybhQ	2333	1730	1643	999	1115	856
gene817	ybhR	397	394	332	221	287	209
gene818	ybhS	122	203	191	84	111	80
gene819	ybhF	208	372	414	100	122	105
gene820	ybhG	170	415	408	100	139	110
gene821	cecR	256	514	735	317	326	287
gene822	rhlE	536	492	452	953	1121	894
gene823	ybiA	82	110	116	144	167	116
gene824	dinG	703	841	847	559	672	580
gene825	ybiB	205	231	214	126	188	146
gene826	hcxB	137	128	117	115	165	139
gene827	ybiJ	267	324	298	494	691	491
gene828	ybiI	79	123	107	81	149	133
gene829	ybiX	74	98	59	77	98	76
gene830	fiu	154	97	109	272	372	233
gene831	mcbA	52	49	43	50	81	36
gene832	rlmF	165	158	155	291	350	352
gene833	ybiO	183	193	167	190	168	170
gene834	glnQ	253	242	256	141	166	151
gene835	glnP	390	377	375	230	290	251
gene836	glnH	1622	1440	1659	1977	2532	1760
gene837	dps	2963	4099	3976	2553	3643	2664
gene838	rhtA	240	224	209	255	338	297
gene839	yliM	10200	7404	7160	16505	21923	16074
gene840	ompX	61578	44496	44716	78805	100900	71808
gene841	opgE	716	418	448	1272	1496	1084
gene842	rybA	17224	26939	31559	26354	28132	20314
gene843	mntS	14337	25732	30831	23995	24329	18547
gene844	mntR	765	698	803	727	943	698
gene845	ybiR	415	413	419	453	503	418
gene846	ldtB	930	826	702	1542	1709	1472
gene847	ybiT	1712	1262	1203	1842	2120	1669
gene848	ybiU	138	118	99	157	195	123
gene849	ybiV	889	607	666	1822	2248	1424
gene850	ybiW	142	251	236	112	139	127
gene851	ybiY	18	31	31	19	25	16
gene852	fsaA	141	710	791	110	128	134
gene853	moeB	370	556	514	274	291	315
gene854	moeA	240	364	416	257	303	248
gene855	iaaA	163	220	243	127	142	129
gene856	gsiA	252	268	251	132	206	193
gene857	gsiB	267	240	246	150	211	145
gene858	gsiC	95	81	65	57	65	63
gene859	gsiD	83	119	96	49	74	52
gene860	pdeI	955	787	824	1266	1596	1188
gene861	dgcI	1127	1104	1048	1484	1962	1419
gene862	rimO	1045	642	667	1338	1551	1278
gene863	bssR	398	1798	2112	219	284	248
gene864	yliI	87	128	136	93	126	75
gene865	gstB	473	533	520	580	654	484
gene866	dacC	521	691	693	612	805	676
gene867	deoR	461	453	496	668	801	622
gene868	ybjG	1260	1083	963	1942	2795	2150
gene869	mdfA	302	309	259	402	475	451
gene870	ybjH	147	133	152	142	197	147
gene871	ybjI	270	347	336	263	355	279
gene872	ybjJ	295	379	315	271	327	272
gene873	rcdA	147	169	121	85	106	69
gene874	rybB	75	129	54	40	43	47
gene875	ybjL	1168	1165	1023	2293	2720	1925
gene876	ybjM	150	253	227	198	304	200
gene877	grxA	1868	1315	1568	2721	4084	2877
gene878	ybjC	486	891	831	533	522	539
gene879	nfsA	334	412	375	256	378	314
gene880	rimK	495	529	476	379	537	436
gene881	ybjN	1659	1870	1859	2046	2400	1891
gene882	potF	125	144	128	212	250	177
gene883	potG	10	15	14	12	15	17
gene884	potH	19	30	30	24	36	27
gene885	potI	67	50	74	70	61	61
gene886	ybjO	231	225	221	205	310	236
gene887	rlmC	213	195	155	286	399	328
gene888	artJ	218	240	241	541	518	483
gene889	artM	281	327	321	137	161	105
gene890	artQ	201	188	204	67	76	90
gene891	artI	214	328	335	212	253	208
gene892	artP	392	469	517	479	549	365
gene893	ybjP	64	110	116	97	77	107
gene894	ybjQ	344	770	826	531	492	492
gene895	amiD	139	131	126	70	112	80
gene896	ybjS	358	347	406	281	412	342
gene897	ybjT	214	223	223	140	172	158
gene898	ltaE	287	373	365	292	380	363
gene899	poxB	84	157	118	49	77	51
gene900	hcr	19	50	62	14	15	21
gene901	hcp	62	133	137	35	43	21
gene902	lysO	212	227	197	360	425	355
gene903	aqpZ	60	51	24	48	63	50
gene904	ybjD	754	766	755	938	1207	1076
gene905	ybjX	3175	3634	3779	7619	9270	8825
gene906	macA	185	192	255	168	212	131
gene907	macB	242	247	217	144	194	134
gene908	cspD	2522	1342	1227	529	892	545
gene909	clpS	1316	2737	2976	957	1141	961
gene910	clpA	4006	5604	5763	3293	3660	3113
gene911	serW	21932	6611	3877	3366	4541	2601
gene912	infA	17692	7638	5955	14855	22127	12703
gene913	aat	169	146	119	146	167	124
gene914	cydC	677	798	838	372	427	392
gene915	cydD	834	1028	981	631	865	725
gene916	trxB	1608	1324	1138	1475	1890	1497
gene917	lrp	7212	4405	4020	7306	8626	5143
gene918	ftsK	3121	3334	3066	2025	2558	2047
gene919	lolA	896	953	819	603	811	663
gene920	rarA	816	662	544	363	504	367
gene921	serS	3961	6116	6564	3851	4332	3415
gene922	dmsA	210	1190	1305	145	189	127
gene923	dmsB	35	294	343	42	41	38
gene924	dmsC	38	180	182	32	33	34
gene925	ycaC	42	82	58	36	60	30
gene926	ycaD	326	356	377	652	842	695
gene927	ycaM	315	436	532	280	310	268
gene928	ycaN	363	480	431	598	694	673
gene929	ycaK	443	355	383	404	602	450
gene930	pflA	2194	2527	2118	1804	2678	1604
gene931	pflB	8501	17746	19999	4724	5639	4412
gene932	focA	2043	7814	8000	1444	1798	1668
gene933	ycaO	1587	1368	1444	1549	1881	1578
gene934	ycaP	214	265	224	165	180	145
gene935	serC	1503	1619	1586	1740	2030	1312
gene936	aroA	582	492	510	420	583	412
gene937	ycaL	179	124	167	190	264	163
gene938	cmk	1552	1183	1216	1674	1903	1515
gene939	rpsA	61681	48117	45835	57074	57172	49643
gene940	ihfB	4998	3097	2763	7203	10444	6556
gene941	ycaI	489	576	524	608	854	590
gene942	msbA	4447	4492	5100	6264	6823	6145
gene943	lpxK	519	450	440	260	295	259
gene944	ycaQ	174	161	123	129	132	139
gene945	ycaR	850	1473	1158	1135	1478	1207
gene946	kdsB	716	833	765	856	962	766
gene947	ycbJ	166	807	789	125	137	125
gene948	elyC	67	124	106	64	72	87
gene949	cmoM	474	601	687	473	526	514
gene950	mukF	1442	1589	1836	1353	1488	1462
gene951	mukE	823	895	895	613	742	744
gene952	mukB	4515	4863	5068	2272	2715	2485
gene953	ldtD	941	943	1007	860	996	819
gene954	ycbK	1716	1571	1786	1788	2201	1820
gene955	gloC	1545	1658	1794	1086	1395	1086
gene956	aspC	2943	3277	3286	3296	3571	2921
gene958	asnS	6075	6100	6406	5932	6845	5714
gene959	pncB	1271	1376	1207	1831	2233	1859
gene960	pepN	2505	2820	2693	2016	2494	1980
gene961	ssuB	38	37	41	27	36	33
gene962	ssuC	11	12	8	10	13	8
gene963	ssuD	11	14	8	9	15	16
gene964	ssuA	17	16	14	17	25	6
gene965	ssuE	32	24	27	34	45	32
gene966	elfA	337	361	336	324	475	383
gene967	elfD	124	97	117	162	240	157
gene968	elfC	242	266	303	288	458	310
gene969	elfG	86	88	87	125	128	102
gene970	ycbU	58	64	71	64	95	73
gene971	ycbV	42	53	66	64	65	57
gene972	ycbF	171	185	117	144	217	145
gene973	pyrD	409	312	327	910	934	749
gene974	zapC	1354	1172	1023	2098	2643	1871
gene975	ycbX	876	898	860	1187	1598	1128
gene976	rlmL	1751	1702	1877	2015	2151	2048
gene977	uup	1900	1541	1590	1229	1440	1164
gene978	pqiA	715	691	620	561	617	567
gene979	pqiB	1028	883	854	614	752	559
gene980	pqiC	496	374	322	330	423	300
gene981	rmf	531	416	426	252	337	204
gene982	fabA	24558	9744	7904	14121	19366	13774
gene983	ycbZ	1709	2172	2270	1702	1914	1751
gene984	matP	2843	2151	2677	2090	3289	1901
gene985	ompA	51757	29801	29577	32661	42001	30056
gene986	sulA	1927	2619	2645	3491	3895	2981
gene987	sxy	574	691	802	609	667	559
gene988	yccS	928	878	783	950	1143	930
gene989	yccF	914	1119	1336	2121	2405	2129
gene990	helD	765	934	878	783	953	847
gene991	mgsA	8294	13622	10431	2065	3364	2162
gene992	yccT	53	80	101	80	107	85
gene993	yccU	81	140	143	93	155	105
gene994	hspQ	269	235	198	262	276	223
gene995	rlmI	1096	1446	1565	1313	1566	1428
gene996	yccX	167	148	129	180	282	201
gene997	tusE	465	394	314	547	733	559
gene998	yccA	12804	13438	12783	19115	22145	14919
gene999	serT	2271	1086	978	2594	2803	2455
gene1000	hyaA	52	90	64	40	54	45
gene1001	hyaB	22	31	15	19	32	23
gene1002	hyaC	14	17	19	15	14	16
gene1003	hyaD	19	9	17	9	13	14
gene1004	hyaE	10	7	14	7	18	6
gene1005	hyaF	24	29	16	15	39	31
gene1006	appC	49	86	70	61	60	55
gene1007	appB	68	72	67	56	77	56
gene1008	appX	23	16	13	19	18	18
gene1009	appA	57	47	42	36	49	38
gene1010	etk	335	322	262	276	360	285
gene1011	etp	87	83	47	87	117	89
gene1012	gfcE	67	78	88	94	111	104
gene1013	gfcD	248	215	229	257	358	254
gene1014	gfcC	54	70	62	103	105	102
gene1015	gfcB	142	195	248	458	533	418
gene1016	gfcA	130	83	79	126	199	123
gene1017	insA-4	311	306	242	367	531	404
gene1018	insB-4	1734	1829	1821	3401	4603	3299
gene1019	cspH	1607	971	897	3970	5756	3730
gene1020	cspG	72659	97500	95695	173470	202412	127765
gene1021	ymcF	26673	22466	13263	23660	42308	21953
gene1022	ymcE	3559	3199	2470	3430	5588	2708
gene1023	gnsA	3978	4656	4054	5101	7654	5198
gene1024	yccM	236	319	325	281	354	269
gene1025	torS	166	204	192	208	254	213
gene1026	torT	54	57	57	55	79	62
gene1027	torR	84	105	114	96	135	147
gene1028	torC	72	52	56	58	103	66
gene1029	torA	44	54	59	55	61	51
gene1030	torD	65	52	41	59	83	71
gene1031	cbpM	40	27	31	24	42	37
gene1032	cbpA	422	507	444	501	809	606
gene1033	yccE	407	506	659	960	1177	1001
gene1034	agp	245	459	433	149	217	157
gene1035	yccJ	73	188	130	37	61	42
gene1036	wrbA	170	832	1046	109	132	96
gene1037	ymdF	57	37	26	30	36	25
gene1038	rutG	37	63	42	42	42	41
gene1039	rutF	8	8	7	3	5	5
gene1040	rutE	8	7	14	7	6	10
gene1041	rutD	5	7	8	4	10	10
gene1042	rutC	27	31	43	24	25	24
gene1043	rutB	24	28	46	33	29	32
gene1044	rutA	6	13	10	6	8	7
gene1045	rutR	305	237	212	252	384	271
gene1046	putA	1617	1792	1717	421	524	398
gene1047	ymdG	147	129	146	135	190	133
gene1048	putP	2459	1955	1846	1189	1607	1199
gene1050	efeO	362	375	385	547	695	492
gene1051	efeB	206	172	152	150	205	165
gene1052	phoH	2205	1609	1554	4484	6287	4128
gene1053	pgaD	161	174	121	308	371	274
gene1054	pgaC	213	190	195	304	406	262
gene1055	pgaB	428	470	453	634	865	578
gene1056	pgaA	495	480	565	711	1035	691
gene1057	dgcT	2134	2411	2510	3059	4241	3183
gene1058	insF-4	284	285	244	257	373	307
gene1059	insE-4	187	192	225	234	313	200
gene1061	ycdU	830	963	987	1351	1594	1271
gene1062	serX	21412	6411	3820	3469	4385	2462
gene1063	ghrA	453	1009	1168	983	1018	1122
gene1064	ycdX	524	682	596	588	754	607
gene1065	ycdY	952	894	919	908	1075	876
gene1066	ycdZ	2409	2450	2140	616	861	582
gene1067	csgG	385	259	305	284	364	260
gene1068	csgF	116	170	190	265	271	271
gene1069	csgE	173	177	207	361	408	331
gene1070	csgD	569	557	614	1044	1304	976
gene1071	csgB	50	59	64	84	149	101
gene1072	csgA	177	191	172	136	250	161
gene1073	csgC	1295	2072	2912	1134	1575	1443
gene1074	ymdA	1243	711	662	2018	2854	1928
gene1075	ymdB	297	223	236	229	374	258
gene1076	clsC	401	403	466	332	393	358
gene1077	opgC	862	554	565	1417	1577	1052
gene1078	opgG	1595	1984	1943	1380	1957	1429
gene1079	opgH	1633	2052	2055	836	953	924
gene1080	yceK	55	26	29	40	57	34
gene1081	msyB	87	94	80	49	90	78
gene1082	mdtG	180	232	170	213	264	225
gene1083	lpxL	664	916	1015	873	945	894
gene1084	yceA	1415	829	891	3016	3712	2669
gene1085	yceI	344	361	293	393	522	422
gene1086	yceJ	255	429	422	512	685	575
gene1087	yceO	28	27	24	53	51	48
gene1088	solA	221	210	208	226	374	224
gene1089	bssS	2487	2042	1591	2126	2929	1726
gene1090	dinI	226	114	105	315	446	261
gene1091	pyrC	252	194	191	420	569	337
gene1092	yceB	1464	1222	1189	2255	2892	1995
gene1093	grxB	664	599	521	926	1102	827
gene1094	mdtH	51	79	74	69	87	48
gene1095	rimJ	338	556	508	318	416	375
gene1096	yceH	186	280	285	158	195	164
gene1097	yceM	165	215	218	115	122	115
gene1098	murJ	705	600	551	811	931	765
gene1099	flgN	12088	9515	8654	8980	13568	8375
gene1100	flgM	11985	13058	12163	11905	18063	11855
gene1101	flgA	1833	2544	1950	1400	1851	1520
gene1102	flgB	3818	4456	4143	3636	5147	4303
gene1103	flgC	1421	1466	1554	780	1085	854
gene1104	flgD	2118	2311	2139	897	1149	1005
gene1105	flgE	6239	6076	6078	1600	2410	1916
gene1106	flgF	1239	1032	853	241	407	336
gene1107	flgG	2466	1802	1521	509	837	614
gene1108	flgH	1388	1124	1013	275	404	315
gene1109	flgI	2497	2109	2077	479	722	507
gene1110	flgJ	2023	1873	1583	381	598	383
gene1111	flgK	6505	7121	7906	3824	5106	4683
gene1112	flgL	8779	7617	8540	2539	3846	2662
gene1113	rne	5742	4764	4801	4429	5956	4113
gene1114	yceQ	4857	5424	5717	6319	6707	4859
gene1115	rluC	1143	762	636	1358	1567	1268
gene1116	yceF	513	612	593	779	1046	759
gene1117	sraB	1994	1412	1716	2018	2126	1961
gene1118	yceD	56941	41746	39934	98837	92526	76794
gene1119	rpmF	34487	24857	22379	39899	51958	36496
gene1120	plsX	4213	3309	2547	3350	4260	3443
gene1121	fabH	3609	3352	3338	2976	3324	3183
gene1122	fabD	4188	4075	4816	3179	3599	3201
gene1123	fabG	8101	8514	7484	5444	6069	5051
gene1124	acpP	31422	24281	20404	17205	24033	15964
gene1125	fabF	15623	15252	16167	22855	21764	19096
gene1126	pabC	348	374	340	462	584	504
gene1127	mltG	398	483	546	486	606	510
gene1128	tmk	460	524	610	398	479	394
gene1129	holB	223	316	373	248	297	260
gene1130	ycfH	931	1038	1215	631	854	698
gene1131	ptsG	2140	2318	1983	1704	2201	1537
gene1132	fhuE	216	246	219	279	392	271
gene1133	hinT	3070	3281	4438	4454	5122	4354
gene1134	ycfL	383	310	292	310	353	256
gene1135	lpoB	166	163	150	90	170	112
gene1136	thiK	246	330	325	144	190	141
gene1137	nagZ	981	1629	1915	614	825	520
gene1138	ycfP	1270	2482	2197	1323	1441	1093
gene1139	ndh	1923	2021	2291	5002	6112	4711
gene1140	ycfJ	291	266	280	391	565	404
gene1141	comR	146	192	220	252	268	247
gene1142	bhsA	1086	1328	1174	2992	4058	3169
gene1143	ldtC	134	153	120	265	345	242
gene1144	mfd	1234	1562	1527	921	1064	877
gene1145	ycfT	61	66	47	47	58	50
gene1146	lolC	821	772	630	576	776	631
gene1147	lolD	414	414	362	156	166	158
gene1148	lolE	910	1027	826	403	463	358
gene1149	nagK	856	862	710	316	405	282
gene1150	cobB	358	386	414	156	175	132
gene1151	ycfZ	234	217	197	187	214	199
gene1152	ymfA	120	91	75	113	131	116
gene1153	potD	1884	1324	1567	1007	1400	955
gene1154	potC	977	1006	851	706	766	705
gene1155	potB	1236	1409	1195	893	977	821
gene1156	potA	1916	1969	1741	1909	2430	1828
gene1157	pepT	907	1465	1886	648	829	746
gene1158	roxA	1869	1860	1598	1611	2024	1586
gene1159	phoQ	1462	1375	1373	984	1220	1064
gene1160	phoP	2171	2445	3037	2769	3483	2983
gene1161	purB	598	559	554	409	542	402
gene1162	hflD	492	458	484	245	385	266
gene1163	mnmA	5301	5713	5343	4532	4828	4202
gene1164	nudJ	131	115	101	66	82	56
gene1165	rluE	200	280	212	256	337	292
gene1166	icd	8873	7067	7873	10490	10671	8727
gene1167	ymfD	0	0	0	0	0	1
gene1168	ymfE	0	0	0	0	0	0
gene1169	lit	0	0	0	1	0	0
gene1170	intE	0	1	0	0	0	1
gene1171	xisE	0	0	0	0	0	0
gene1172	ymfH	0	0	0	0	0	0
gene1173	ymfI	0	0	0	0	0	0
gene1174	ymfJ	0	0	0	0	0	0
gene1175	ymfK	0	0	0	0	0	0
gene1176	ymfT	0	0	0	0	0	0
gene1177	ymfL	0	0	0	0	0	0
gene1178	ymfM	0	0	0	0	0	1
gene1179	ymfN	0	0	0	0	1	0
gene1182	ymfR	0	0	0	0	1	0
gene1183	beeE	0	0	0	0	0	0
gene1185	ymfQ	0	0	0	1	0	0
gene1186	ycfK	0	0	0	0	0	0
gene1187	tfaP	1	0	2	1	1	3
gene1188	tfaE	1	2	1	1	1	4
gene1190	pinE	0	0	0	0	0	0
gene1191	mcrA	0	0	0	0	0	1
gene1193	iraM	1077	348	210	453	952	556
gene1194	ymgK	248	365	403	746	1075	1092
gene1195	ymgL	213	174	160	544	905	619
gene1196	ycgX	631	586	583	1346	1874	1374
gene1197	bluR	2253	2337	2352	2851	3539	2386
gene1198	bluF	3035	1598	1408	6002	7250	4099
gene1199	ycgZ	2081	2181	2664	3432	4000	3232
gene1200	ymgA	1175	1389	1555	1825	2485	1774
gene1201	ariR	375	336	325	701	907	826
gene1202	ymgC	435	458	388	872	1118	822
gene1203	pdeG	824	1006	1011	1371	1884	1556
gene1204	ymgF	978	1123	1157	1342	2202	1491
gene1206	ymgD	1553	1217	1652	1154	1367	956
gene1207	ymgG	650	633	568	580	633	448
gene1208	ymgI	2795	5217	7162	4007	4369	5195
gene1209	ymgJ	41	26	37	49	64	57
gene1211	minE	1086	1114	1064	1144	1346	1104
gene1212	minD	3069	4481	5363	3952	3917	3369
gene1213	minC	1158	2096	2225	1258	1508	1502
gene1214	ycgJ	804	622	499	797	1026	676
gene1215	pliG	634	621	824	876	1144	847
gene1216	ycgL	236	285	307	643	740	645
gene1217	ycgM	555	374	294	687	1073	642
gene1218	ycgN	448	578	592	806	941	728
gene1219	hlyE	270	287	304	345	508	364
gene1220	umuD	154	271	294	391	480	400
gene1221	umuC	278	283	275	367	497	397
gene1222	dsbB	3916	4131	4088	8495	9167	7510
gene1223	nhaB	936	1236	1372	1219	1478	1353
gene1224	fadR	2963	2424	2193	2228	2740	1942
gene1225	ycgB	315	425	437	251	327	227
gene1226	dadA	1297	1137	952	368	497	427
gene1227	dadX	861	977	820	158	175	167
gene1228	ymgM	290	292	320	183	260	167
gene1229	cvrA	884	1132	1104	920	1154	923
gene1230	ldcA	228	259	197	299	399	317
gene1231	emtA	591	714	741	691	798	737
gene1232	ycgR	513	558	579	568	937	759
gene1233	ymgE	41	49	55	23	42	21
gene1234	ycgY	69	108	94	154	198	169
gene1235	treA	103	171	139	61	79	59
gene1236	dhaM	2616	3255	3321	708	838	652
gene1237	dhaL	1149	1623	1769	221	268	186
gene1238	dhaK	3454	4571	5216	548	646	519
gene1239	dhaR	349	350	327	296	397	311
gene1240	ycgV	547	551	493	673	873	638
gene1241	ychF	1620	1509	1700	2570	2766	2345
gene1242	pth	728	683	788	1438	1604	1209
gene1243	ychH	1033	1519	1123	337	395	361
gene1244	dauA	412	452	427	466	501	490
gene1245	prs	7839	5673	5795	5324	5514	4704
gene1246	ispE	1001	1091	899	850	949	1080
gene1247	lolB	243	261	245	256	360	249
gene1248	hemA	2402	2153	1949	2465	2858	2322
gene1249	prfA	550	440	367	290	340	309
gene1250	prmC	556	402	323	261	323	247
gene1251	ychQ	580	683	587	742	1064	819
gene1252	ychA	1156	1217	1336	1749	1995	1685
gene1253	kdsA	814	1011	1065	836	914	871
gene1254	ldrA	27	16	21	22	29	15
gene1255	rdlA	33	46	31	58	49	44
gene1256	ldrB	12	13	10	10	17	7
gene1257	rdlB	25	18	14	37	27	28
gene1258	ldrC	15	22	13	19	25	19
gene1259	rdlC	27	24	21	24	26	39
gene1260	chaA	1221	1293	1217	1585	2088	1563
gene1261	chaB	66	72	105	99	120	128
gene1262	chaC	297	266	184	284	354	262
gene1263	ychN	2364	3374	3246	1412	1652	1326
gene1264	ychO	300	382	371	258	407	262
gene1265	narL	362	430	548	456	488	446
gene1266	narX	1029	1535	1431	1306	1601	1416
gene1267	narK	1341	8313	7437	63	85	81
gene1268	narG	1309	9468	10486	139	163	133
gene1269	narH	244	2044	2571	86	121	96
gene1270	narJ	73	537	496	44	66	50
gene1271	narI	84	463	487	39	53	45
gene1272	ychS	274	230	174	255	367	298
gene1273	rttR	1005	818	691	1554	1838	1552
gene1274	tpr	859	735	623	1162	1414	1262
gene1275	tyrV	1639	992	984	1774	1509	1142
gene1276	tyrT	2215	1089	992	1869	1752	1264
gene1277	purU	951	910	911	1871	2112	1773
gene1278	ychJ	2759	3796	4387	5330	6533	4854
gene1279	rssA	708	793	698	545	655	472
gene1280	rssB	511	774	774	430	518	413
gene1281	galU	3199	2773	3284	5474	6715	4460
gene1282	hns	94447	91742	120905	171156	195991	132962
gene1283	tdk	1908	1515	1420	3339	4708	3476
gene1285	adhE	3118	7514	9062	2104	2700	2174
gene1286	ychE	637	571	490	707	1072	653
gene1287	insH21	902	889	844	619	833	571
