GeneID	Name	WT	dCRISPR
gene-LSE_RS02900	pdxK	9106	7181
gene-LSE_RS02905	LSE_RS02905	6552	5085
gene-LSE_RS02910	LSE_RS02910	1731	1109
gene-LSE_RS02915	LSE_RS02915	1458	1003
gene-LSE_RS02920	LSE_RS02920	1778	1062
gene-LSE_RS02925	LSE_RS02925	3126	1905
gene-LSE_RS02930	LSE_RS02930	3756	2704
gene-LSE_RS02935	LSE_RS02935	911	638
gene-LSE_RS02940	LSE_RS02940	1762	933
gene-LSE_RS02945	LSE_RS02945	7114	3349
gene-LSE_RS02950	LSE_RS02950	872	412
gene-LSE_RS02955	LSE_RS02955	1909	918
gene-LSE_RS02960	fliQ	1016	448
gene-LSE_RS02965	fliR	1899	839
gene-LSE_RS02970	flhB	1975	884
gene-LSE_RS02975	LSE_RS02975	4072	1658
gene-LSE_RS02980	flhF	2835	1265
gene-LSE_RS02985	flgG	2381	1090
gene-LSE_RS02990	LSE_RS02990	1546	656
gene-LSE_RS02995	LSE_RS02995	806	389
gene-LSE_RS03000	motA	1963	1045
gene-LSE_RS03005	motB	2228	1454
gene-LSE_RS03010	LSE_RS03010	1730	1062
gene-LSE_RS03015	LSE_RS03015	5127	4083
gene-LSE_RS03020	LSE_RS03020	2435	2407
gene-LSE_RS03025	LSE_RS03025	2093	2129
gene-LSE_RS03030	LSE_RS03030	833	563
gene-LSE_RS03035	LSE_RS03035	2368	1629
gene-LSE_RS03040	LSE_RS03040	624	292
gene-LSE_RS03045	LSE_RS03045	879	473
gene-LSE_RS03050	LSE_RS03050	1420	747
gene-LSE_RS03055	flgD	805	408
gene-LSE_RS03060	flgE	2288	1222
gene-LSE_RS03065	LSE_RS03065	642	423
gene-LSE_RS03070	fliM	1465	989
gene-LSE_RS03075	LSE_RS03075	1759	1293
gene-LSE_RS03080	LSE_RS03080	1686	1123
gene-LSE_RS03085	LSE_RS03085	1166	705
gene-LSE_RS03090	LSE_RS03090	793	461
gene-LSE_RS03095	LSE_RS03095	975	488
gene-LSE_RS03100	flgK	3562	1800
gene-LSE_RS03105	LSE_RS03105	2034	1129
gene-LSE_RS03110	LSE_RS03110	2559	1512
gene-LSE_RS03115	LSE_RS03115	1170	704
gene-LSE_RS03120	LSE_RS03120	1161	760
gene-LSE_RS03125	flgB	1478	919
gene-LSE_RS03130	flgC	1259	824
gene-LSE_RS03135	fliE	893	529
gene-LSE_RS03140	fliF	2492	1378
gene-LSE_RS03145	fliG	1424	980
gene-LSE_RS03150	LSE_RS03150	1163	782
gene-LSE_RS03155	fliI	1402	949
gene-LSE_RS03160	LSE_RS03160	737	619
gene-LSE_RS03165	LSE_RS03165	593	426
gene-LSE_RS03170	LSE_RS03170	3098	2064
gene-LSE_RS03175	LSE_RS03175	809	544
gene-LSE_RS03180	LSE_RS03180	1002	554
gene-LSE_RS03185	LSE_RS03185	1899	1127
gene-LSE_RS03190	LSE_RS03190	1164	766
gene-LSE_RS03200	LSE_RS03200	6724	5573
gene-LSE_RS03205	LSE_RS03205	1065	536
gene-LSE_RS03210	LSE_RS03210	1116	567
gene-LSE_RS03215	LSE_RS03215	580	331
gene-LSE_RS03220	LSE_RS03220	1269	800
gene-LSE_RS03230	glmS	38426	23268
gene-LSE_RS03235	LSE_RS03235	3769	1463
gene-LSE_RS03240	LSE_RS03240	9218	5186
gene-LSE_RS03245	LSE_RS03245	7693	3985
gene-LSE_RS03250	LSE_RS03250	1783	2080
gene-LSE_RS03255	LSE_RS03255	1200	1381
gene-LSE_RS03260	LSE_RS03260	394	369
gene-LSE_RS03265	LSE_RS03265	324	215
gene-LSE_RS03270	LSE_RS03270	831	693
gene-LSE_RS03275	LSE_RS03275	1114	580
gene-LSE_RS03280	LSE_RS03280	1255	849
gene-LSE_RS03285	LSE_RS03285	1429	1181
gene-LSE_RS03290	LSE_RS03290	1744	1240
gene-LSE_RS03295	LSE_RS03295	2157	1730
gene-LSE_RS03300	LSE_RS03300	1379	1156
gene-LSE_RS03305	LSE_RS03305	969	815
gene-LSE_RS03310	hflX	6462	3501
gene-LSE_RS03315	LSE_RS03315	4847	2756
gene-LSE_RS03320	LSE_RS03320	7361	4984
gene-LSE_RS03325	LSE_RS03325	2967	2130
gene-LSE_RS03330	LSE_RS03330	501	223
gene-LSE_RS03335	LSE_RS03335	188	119
gene-LSE_RS03340	LSE_RS03340	136	119
gene-LSE_RS03345	LSE_RS03345	297	270
gene-LSE_RS03350	LSE_RS03350	277	299
gene-LSE_RS03355	LSE_RS03355	432	184
gene-LSE_RS03360	LSE_RS03360	2843	1422
gene-LSE_RS03365	LSE_RS03365	3565	2200
gene-LSE_RS03370	LSE_RS03370	2842	2028
gene-LSE_RS03375	LSE_RS03375	1775	1298
gene-LSE_RS03380	LSE_RS03380	2426	1735
gene-LSE_RS03385	LSE_RS03385	1656	876
gene-LSE_RS03390	LSE_RS03390	264	221
gene-LSE_RS03395	LSE_RS03395	3048	1253
gene-LSE_RS03400	LSE_RS03400	103	52
gene-LSE_RS03405	LSE_RS03405	2612	1658
gene-LSE_RS03410	LSE_RS03410	2076	1223
gene-LSE_RS03415	LSE_RS03415	1354	1211
gene-LSE_RS03420	LSE_RS03420	1394	901
gene-LSE_RS03425	LSE_RS03425	2124	1469
gene-LSE_RS03430	LSE_RS03430	2767	2028
gene-LSE_RS03435	LSE_RS03435	4023	3527
gene-LSE_RS03440	LSE_RS03440	3606	4279
gene-LSE_RS03445	LSE_RS03445	6202	6232
gene-LSE_RS03450	LSE_RS03450	16758	20515
gene-LSE_RS03455	ybaK	593	280
gene-LSE_RS03460	LSE_RS03460	4695	4345
gene-LSE_RS03465	LSE_RS03465	3296	2377
gene-LSE_RS03470	LSE_RS03470	5191	3045
gene-LSE_RS03475	rarD	3700	2415
gene-LSE_RS03480	LSE_RS03480	4855	3783
gene-LSE_RS03485	LSE_RS03485	1786	1382
gene-LSE_RS03490	LSE_RS03490	5088	3967
gene-LSE_RS03495	LSE_RS03495	2542	1636
gene-LSE_RS03500	LSE_RS03500	2165	1380
gene-LSE_RS03505	LSE_RS03505	1702	1005
gene-LSE_RS03510	LSE_RS03510	5181	3381
gene-LSE_RS03515	LSE_RS03515	8335	5676
gene-LSE_RS03520	LSE_RS03520	3965	2430
gene-LSE_RS03525	LSE_RS03525	5874	5090
gene-LSE_RS03530	LSE_RS03530	3192	4340
gene-LSE_RS03535	LSE_RS03535	2625	4131
gene-LSE_RS03540	LSE_RS03540	3748	6011
gene-LSE_RS03545	LSE_RS03545	13132	10081
gene-LSE_RS03550	LSE_RS03550	2081	304
gene-LSE_RS03555	LSE_RS03555	1068	905
gene-LSE_RS03560	LSE_RS03560	575	258
gene-LSE_RS03565	LSE_RS03565	819	580
gene-LSE_RS03570	LSE_RS03570	241	201
gene-LSE_RS03575	LSE_RS03575	183	140
gene-LSE_RS03580	LSE_RS03580	992	554
gene-LSE_RS03585	LSE_RS03585	1007	711
gene-LSE_RS03590	LSE_RS03590	278	210
gene-LSE_RS03595	LSE_RS03595	5548	3767
gene-LSE_RS03600	LSE_RS03600	2145	1627
gene-LSE_RS03605	LSE_RS03605	2490	1898
gene-LSE_RS03610	LSE_RS03610	2836	2041
gene-LSE_RS03615	LSE_RS03615	581	266
gene-LSE_RS03620	LSE_RS03620	4444	3255
gene-LSE_RS03625	LSE_RS03625	6330	3722
gene-LSE_RS03635	LSE_RS03635	1020	657
gene-LSE_RS03640	LSE_RS03640	1787	1563
gene-LSE_RS03645	LSE_RS03645	243	174
gene-LSE_RS03650	LSE_RS03650	640	519
gene-LSE_RS03655	LSE_RS03655	4293	3621
gene-LSE_RS03660	nifJ	13173	12207
gene-LSE_RS03665	LSE_RS03665	7468	3259
gene-LSE_RS03670	LSE_RS03670	675	356
gene-LSE_RS03675	LSE_RS03675	64	69
gene-LSE_RS03680	LSE_RS03680	77	51
gene-LSE_RS03685	psiE	2081	1321
gene-LSE_RS03690	LSE_RS03690	2422	2505
gene-LSE_RS03695	hpt	101	62
gene-LSE_RS03700	LSE_RS03700	781	362
gene-LSE_RS03705	LSE_RS03705	1851	950
gene-LSE_RS03710	LSE_RS03710	1245	952
gene-LSE_RS03715	LSE_RS03715	823	710
gene-LSE_RS03720	LSE_RS03720	4935	4448
gene-LSE_RS03725	LSE_RS03725	850	353
gene-LSE_RS03730	LSE_RS03730	581	377
gene-LSE_RS03735	LSE_RS03735	999	440
gene-LSE_RS03740	LSE_RS03740	1430	856
gene-LSE_RS03745	uvrC	5162	2519
gene-LSE_RS03750	LSE_RS03750	22771	16965
gene-LSE_RS03755	LSE_RS03755	16260	15359
gene-LSE_RS03765	LSE_RS03765	9405	4673
gene-LSE_RS03770	LSE_RS03770	803	472
gene-LSE_RS03775	LSE_RS03775	481	390
gene-LSE_RS03780	LSE_RS03780	462	327
gene-LSE_RS03785	LSE_RS03785	11647	7372
gene-LSE_RS03790	LSE_RS03790	15800	14343
gene-LSE_RS03795	LSE_RS03795	9379	7548
gene-LSE_RS03800	LSE_RS03800	1157	473
gene-LSE_RS03805	LSE_RS03805	665	482
gene-LSE_RS03810	LSE_RS03810	303	209
gene-LSE_RS03815	LSE_RS03815	242	257
gene-LSE_RS03820	LSE_RS03820	381	287
gene-LSE_RS03825	LSE_RS03825	131	113
gene-LSE_RS03830	LSE_RS03830	154	127
gene-LSE_RS03835	LSE_RS03835	299	258
gene-LSE_RS03840	cshA	128391	59330
gene-LSE_RS03845	LSE_RS03845	3085	3064
gene-LSE_RS03850	LSE_RS03850	626	270
gene-LSE_RS03855	LSE_RS03855	1551	1497
gene-LSE_RS03860	LSE_RS03860	541	436
gene-LSE_RS03865	LSE_RS03865	559	302
gene-LSE_RS03870	LSE_RS03870	229	156
gene-LSE_RS03875	LSE_RS03875	230	106
gene-LSE_RS03880	LSE_RS03880	43	30
gene-LSE_RS03885	LSE_RS03885	32	30
gene-LSE_RS03890	LSE_RS03890	75	54
gene-LSE_RS03895	LSE_RS03895	43	39
gene-LSE_RS03900	LSE_RS03900	46	61
gene-LSE_RS03905	LSE_RS03905	41	43
gene-LSE_RS03910	LSE_RS03910	4415	3081
gene-LSE_RS03915	LSE_RS03915	65	36
gene-LSE_RS03920	LSE_RS03920	1605	1230
gene-LSE_RS03925	LSE_RS03925	3814	4742
gene-LSE_RS03930	LSE_RS03930	4321	2126
gene-LSE_RS03935	acpS	1175	832
gene-LSE_RS03940	alr	2834	2125
gene-LSE_RS03945	LSE_RS03945	5866	4452
gene-LSE_RS03950	LSE_RS03950	8810	3815
gene-LSE_RS03955	LSE_RS03955	20914	10066
gene-LSE_RS03960	LSE_RS03960	8678	6030
gene-LSE_RS03965	LSE_RS03965	12248	9510
gene-LSE_RS03970	LSE_RS03970	20971	15833
gene-LSE_RS03975	rsbV	9365	7494
gene-LSE_RS03980	rsbW	12486	10505
gene-LSE_RS03985	sigB	23416	21370
gene-LSE_RS03990	LSE_RS03990	17431	15038
gene-LSE_RS03995	LSE_RS03995	6274	4977
gene-LSE_RS04000	LSE_RS04000	11555	11644
gene-LSE_RS04005	LSE_RS04005	1233	1269
gene-LSE_RS04010	LSE_RS04010	725	397
gene-LSE_RS04015	LSE_RS04015	702	362
gene-LSE_RS04020	LSE_RS04020	1385	527
gene-LSE_RS04025	celB	242	203
gene-LSE_RS04030	LSE_RS04030	2629	1742
gene-LSE_RS04035	LSE_RS04035	243	107
gene-LSE_RS04040	LSE_RS04040	1173	532
gene-LSE_RS04045	LSE_RS04045	7330	4080
gene-LSE_RS04050	LSE_RS04050	3555	1820
gene-LSE_RS04055	LSE_RS04055	3819	1898
gene-LSE_RS04060	gorA	10787	6864
gene-LSE_RS04065	LSE_RS04065	4860	3595
gene-LSE_RS04070	LSE_RS04070	2606	1701
gene-LSE_RS04075	LSE_RS04075	1023	655
gene-LSE_RS04080	LSE_RS04080	2128	1480
gene-LSE_RS04085	LSE_RS04085	4139	2396
gene-LSE_RS04090	LSE_RS04090	1474	1381
gene-LSE_RS04095	LSE_RS04095	1867	1350
gene-LSE_RS04100	LSE_RS04100	15629	8590
gene-LSE_RS04105	LSE_RS04105	3747	2256
gene-LSE_RS04110	LSE_RS04110	4143	2867
gene-LSE_RS04115	coaA	6374	4245
gene-LSE_RS04120	LSE_RS04120	1173	883
gene-LSE_RS04125	LSE_RS04125	1781	1348
gene-LSE_RS04130	LSE_RS04130	1236	1053
gene-LSE_RS04135	LSE_RS04135	964	767
gene-LSE_RS04140	ltaS	33923	21487
gene-LSE_RS04145	LSE_RS04145	1462	887
gene-LSE_RS04150	LSE_RS04150	6219	3838
gene-LSE_RS04155	LSE_RS04155	2616	2380
gene-LSE_RS04160	lplA1	2888	3207
gene-LSE_RS04165	LSE_RS04165	2014	1141
gene-LSE_RS04170	LSE_RS04170	2573	1224
gene-LSE_RS04180	LSE_RS04180	472	214
gene-LSE_RS04185	queG	28383	9654
gene-LSE_RS04190	trmL	19130	9044
gene-LSE_RS04195	nfsA	24972	11532
gene-LSE_RS04205	LSE_RS04205	1367	911
gene-LSE_RS04210	LSE_RS04210	1754	1020
gene-LSE_RS04215	LSE_RS04215	1275	1354
gene-LSE_RS04220	LSE_RS04220	1837	1787
gene-LSE_RS04225	fri	16694	11533
gene-LSE_RS04230	LSE_RS04230	4088	2147
gene-LSE_RS04235	LSE_RS04235	2721	2112
gene-LSE_RS04240	LSE_RS04240	698	601
gene-LSE_RS04245	LSE_RS04245	1908	1561
gene-LSE_RS04250	LSE_RS04250	1144	705
gene-LSE_RS04255	LSE_RS04255	2029	1456
gene-LSE_RS04260	LSE_RS04260	1883	1364
gene-LSE_RS04265	LSE_RS04265	1835	1188
gene-LSE_RS04270	LSE_RS04270	1749	1242
gene-LSE_RS04275	LSE_RS04275	3089	2223
gene-LSE_RS04280	LSE_RS04280	3747	2070
gene-LSE_RS04285	LSE_RS04285	7610	4519
gene-LSE_RS04290	LSE_RS04290	327	230
gene-LSE_RS04295	LSE_RS04295	1309	1117
gene-LSE_RS04300	LSE_RS04300	782	814
gene-LSE_RS04305	LSE_RS04305	16210	9901
gene-LSE_RS04310	LSE_RS04310	3407	2491
gene-LSE_RS04315	nagA	6646	5175
gene-LSE_RS04320	LSE_RS04320	5129	4210
gene-LSE_RS04325	LSE_RS04325	5294	4195
gene-LSE_RS04330	LSE_RS04330	6393	2569
gene-LSE_RS04335	LSE_RS04335	3223	4028
gene-LSE_RS04340	LSE_RS04340	3805	6197
gene-LSE_RS04345	LSE_RS04345	8933	13929
gene-LSE_RS04350	htpX	9916	16798
gene-LSE_RS04355	yjbH	12096	5235
gene-LSE_RS04360	LSE_RS04360	1732	1019
gene-LSE_RS04365	LSE_RS04365	1909	966
gene-LSE_RS04370	LSE_RS04370	2962	1956
gene-LSE_RS04375	LSE_RS04375	4046	2566
gene-LSE_RS04380	LSE_RS04380	5018	4198
gene-LSE_RS04385	fabI	8260	8481
gene-LSE_RS04390	dltD	10014	8129
gene-LSE_RS04395	dltC	2873	2087
gene-LSE_RS04400	dltB	11741	7954
gene-LSE_RS04405	dltA	21739	10507
gene-LSE_RS04410	LSE_RS04410	2724	1059
gene-LSE_RS04415	rpiA	895	584
gene-LSE_RS04420	LSE_RS04420	4709	3173
gene-LSE_RS04425	LSE_RS04425	8938	4445
gene-LSE_RS04430	LSE_RS04430	4819	3098
gene-LSE_RS04435	LSE_RS04435	4420	4371
gene-LSE_RS04440	LSE_RS04440	6463	6177
gene-LSE_RS04445	LSE_RS04445	2717	2876
gene-LSE_RS04450	LSE_RS04450	541	321
gene-LSE_RS04455	LSE_RS04455	437	255
gene-LSE_RS04460	LSE_RS04460	827	567
gene-LSE_RS04465	LSE_RS04465	514	587
gene-LSE_RS04470	LSE_RS04470	13872	12163
gene-LSE_RS04475	LSE_RS04475	2266	527
gene-LSE_RS04480	LSE_RS04480	480	470
gene-LSE_RS04485	LSE_RS04485	7531	3077
gene-LSE_RS04490	LSE_RS04490	2522	1398
gene-LSE_RS04495	LSE_RS04495	3898	2421
gene-LSE_RS04500	LSE_RS04500	4407	2914
gene-LSE_RS04505	LSE_RS04505	249	125
gene-LSE_RS04510	LSE_RS04510	692	315
gene-LSE_RS04515	LSE_RS04515	11597	7506
gene-LSE_RS04520	LSE_RS04520	4673	2033
gene-LSE_RS04525	LSE_RS04525	2088	2162
gene-LSE_RS04530	LSE_RS04530	7971	3881
gene-LSE_RS04535	LSE_RS04535	2909	1382
gene-LSE_RS04540	LSE_RS04540	25417	41421
gene-LSE_RS04545	ptsP	69055	145824
gene-LSE_RS04550	LSE_RS04550	4329	3268
gene-LSE_RS04555	LSE_RS04555	3883	3301
gene-LSE_RS04560	LSE_RS04560	7782	2931
gene-LSE_RS04565	LSE_RS04565	6761	2671
gene-LSE_RS04570	LSE_RS04570	7107	6467
gene-LSE_RS04575	LSE_RS04575	4252	2569
gene-LSE_RS04580	LSE_RS04580	7121	4676
gene-LSE_RS04585	dapD	7963	6424
gene-LSE_RS04590	LSE_RS04590	9341	7884
gene-LSE_RS04595	LSE_RS04595	4029	3121
gene-LSE_RS04600	LSE_RS04600	11601	7827
gene-LSE_RS04605	LSE_RS04605	9781	8503
gene-LSE_RS04610	LSE_RS04610	6657	6687
gene-LSE_RS04615	LSE_RS04615	2550	1936
gene-LSE_RS04620	LSE_RS04620	2484	1500
gene-LSE_RS04625	LSE_RS04625	7066	4837
gene-LSE_RS04630	liaF	4635	3618
gene-LSE_RS04635	LSE_RS04635	7975	7232
gene-LSE_RS04640	LSE_RS04640	6706	6409
gene-LSE_RS04645	LSE_RS04645	7223	6168
gene-LSE_RS04650	LSE_RS04650	2084	1157
gene-LSE_RS04655	LSE_RS04655	1780	1234
gene-LSE_RS04660	LSE_RS04660	20524	14052
gene-LSE_RS04665	rnjA	77630	49303
gene-LSE_RS04670	LSE_RS04670	15896	7605
gene-LSE_RS04675	LSE_RS04675	2380	1659
gene-LSE_RS04680	LSE_RS04680	9912	8612
gene-LSE_RS04685	LSE_RS04685	1286	916
gene-LSE_RS04690	LSE_RS04690	1310	776
gene-LSE_RS04695	LSE_RS04695	1624	878
gene-LSE_RS04700	LSE_RS04700	1618	891
gene-LSE_RS04705	modA	920	578
gene-LSE_RS04710	LSE_RS04710	1073	949
gene-LSE_RS04715	mobB	537	544
gene-LSE_RS04720	LSE_RS04720	385	400
gene-LSE_RS04725	moaD	340	290
gene-LSE_RS04730	moaC	452	470
gene-LSE_RS04735	moaA	753	857
gene-LSE_RS04740	LSE_RS04740	2674	1993
gene-LSE_RS04745	LSE_RS04745	6272	4623
gene-LSE_RS04750	def	4301	2860
gene-LSE_RS04755	pdhA	75990	87126
gene-LSE_RS04760	LSE_RS04760	57120	84753
gene-LSE_RS04765	LSE_RS04765	77843	126677
gene-LSE_RS04770	lpdA	71273	116445
gene-LSE_RS04775	LSE_RS04775	3164	2315
gene-LSE_RS04780	LSE_RS04780	14267	10598
gene-LSE_RS04785	LSE_RS04785	5908	4875
gene-LSE_RS04790	LSE_RS04790	9591	7376
gene-LSE_RS04795	LSE_RS04795	12906	9364
gene-LSE_RS04800	LSE_RS04800	2721	2024
gene-LSE_RS04805	LSE_RS04805	3450	2378
gene-LSE_RS04810	typA	110010	74350
gene-LSE_RS04815	LSE_RS04815	9335	7009
gene-LSE_RS04820	LSE_RS04820	2409	1971
gene-LSE_RS04825	LSE_RS04825	6850	3757
gene-LSE_RS04830	LSE_RS04830	13456	7460
gene-LSE_RS04835	LSE_RS04835	55817	52335
gene-LSE_RS04840	LSE_RS04840	5650	5360
gene-LSE_RS04845	LSE_RS04845	9701	6650
gene-LSE_RS04850	tagH	10538	8888
gene-LSE_RS04855	LSE_RS04855	15183	15428
gene-LSE_RS04860	LSE_RS04860	10533	9453
gene-LSE_RS04865	galU	5758	3748
gene-LSE_RS04870	LSE_RS04870	14153	14976
gene-LSE_RS04875	LSE_RS04875	16714	12060
gene-LSE_RS04880	rfbA	10914	10477
gene-LSE_RS04885	rfbC	7321	8214
gene-LSE_RS04890	rfbB	12211	17262
gene-LSE_RS04895	rfbD	9131	12059
gene-LSE_RS04900	LSE_RS04900	5039	4570
gene-LSE_RS04905	LSE_RS04905	10289	10204
gene-LSE_RS04910	LSE_RS04910	11863	13004
gene-LSE_RS04915	LSE_RS04915	4425	4425
gene-LSE_RS04920	tagD	2395	2396
gene-LSE_RS04925	LSE_RS04925	3910	4509
gene-LSE_RS04930	LSE_RS04930	3723	4373
gene-LSE_RS04935	LSE_RS04935	11410	8357
gene-LSE_RS04940	nadE	7756	7014
gene-LSE_RS04945	LSE_RS04945	3142	2893
gene-LSE_RS04950	LSE_RS04950	2554	2498
gene-LSE_RS04955	guaA	33084	30209
gene-LSE_RS04960	LSE_RS04960	627	451
gene-LSE_RS04970	LSE_RS04970	232	142
gene-LSE_RS04975	LSE_RS04975	269	176
gene-LSE_RS04990	LSE_RS04990	138	123
gene-LSE_RS05000	LSE_RS05000	221	167
gene-LSE_RS05005	LSE_RS05005	596	295
gene-LSE_RS05015	LSE_RS05015	280	167
gene-LSE_RS05020	LSE_RS05020	403	251
gene-LSE_RS05025	LSE_RS05025	467	242
gene-LSE_RS05030	LSE_RS05030	210	316
gene-LSE_RS05040	LSE_RS05040	6318	3410
gene-LSE_RS05045	LSE_RS05045	4450	4533
gene-LSE_RS05050	LSE_RS05050	12	1
gene-LSE_RS05055	LSE_RS05055	554	321
gene-LSE_RS05060	LSE_RS05060	481	316
gene-LSE_RS05065	LSE_RS05065	2561	2400
gene-LSE_RS05070	LSE_RS05070	145	70
gene-LSE_RS05075	LSE_RS05075	4112	2043
gene-LSE_RS05080	LSE_RS05080	2067	1404
gene-LSE_RS05085	LSE_RS05085	148	64
gene-LSE_RS05090	LSE_RS05090	388	215
gene-LSE_RS05095	LSE_RS05095	292	314
gene-LSE_RS05100	LSE_RS05100	143	110
gene-LSE_RS05105	LSE_RS05105	80	69
gene-LSE_RS05110	eutS	67	57
gene-LSE_RS05115	LSE_RS05115	111	98
gene-LSE_RS05120	LSE_RS05120	197	171
gene-LSE_RS05125	cobU	181	140
gene-LSE_RS05130	cobS	115	120
gene-LSE_RS05135	cobC	101	101
gene-LSE_RS05145	LSE_RS05145	114	35
gene-LSE_RS05150	pduA	21	11
gene-LSE_RS05155	pduB	28	28
gene-LSE_RS05160	LSE_RS05160	66	54
gene-LSE_RS05165	LSE_RS05165	46	26
gene-LSE_RS05170	LSE_RS05170	37	27
gene-LSE_RS05175	LSE_RS05175	67	63
gene-LSE_RS05180	LSE_RS05180	12	16
gene-LSE_RS05185	LSE_RS05185	15	18
gene-LSE_RS05190	pduA	13	19
gene-LSE_RS05195	pduL	16	26
gene-LSE_RS05200	eutJ	31	33
gene-LSE_RS05205	pduM	19	13
gene-LSE_RS05210	LSE_RS05210	7	9
gene-LSE_RS05215	LSE_RS05215	23	45
gene-LSE_RS05220	LSE_RS05220	46	44
gene-LSE_RS05225	LSE_RS05225	55	61
gene-LSE_RS05230	LSE_RS05230	45	49
gene-LSE_RS05235	LSE_RS05235	817	1120
gene-LSE_RS05240	cobD	1275	1801
gene-LSE_RS05245	LSE_RS05245	972	1515
gene-LSE_RS05250	LSE_RS05250	485	177
gene-LSE_RS05255	LSE_RS05255	2711	668
gene-LSE_RS05260	LSE_RS05260	4839	1132
gene-LSE_RS05265	eutA	353	87
gene-LSE_RS05270	LSE_RS05270	381	176
gene-LSE_RS05275	eutC	264	140
gene-LSE_RS05280	eutL	168	92
gene-LSE_RS05285	LSE_RS05285	208	115
gene-LSE_RS05290	LSE_RS05290	409	313
gene-LSE_RS05295	LSE_RS05295	117	94
gene-LSE_RS05300	LSE_RS05300	245	219
gene-LSE_RS05305	pduL	144	155
gene-LSE_RS05310	LSE_RS05310	189	208
gene-LSE_RS05315	LSE_RS05315	105	94
gene-LSE_RS05320	LSE_RS05320	147	101
gene-LSE_RS05325	eutH	257	199
gene-LSE_RS05330	LSE_RS05330	190	148
gene-LSE_RS05335	LSE_RS05335	5507	3142
gene-LSE_RS05340	LSE_RS05340	2174	1121
gene-LSE_RS05350	LSE_RS05350	224	189
gene-LSE_RS05355	LSE_RS05355	136	123
gene-LSE_RS05360	cbiB	101	84
gene-LSE_RS05365	LSE_RS05365	79	66
gene-LSE_RS05370	cbiD	127	92
gene-LSE_RS05375	LSE_RS05375	72	41
gene-LSE_RS05380	LSE_RS05380	43	33
gene-LSE_RS05385	LSE_RS05385	82	60
gene-LSE_RS05390	cbiG	129	120
gene-LSE_RS05395	cobJ	78	96
gene-LSE_RS05400	cobK	99	96
gene-LSE_RS05405	cobA	185	166
gene-LSE_RS05410	LSE_RS05410	110	125
gene-LSE_RS05415	LSE_RS05415	91	141
gene-LSE_RS05420	LSE_RS05420	65	74
gene-LSE_RS05425	LSE_RS05425	40	49
gene-LSE_RS05430	LSE_RS05430	278	284
gene-LSE_RS05435	LSE_RS05435	561	455
gene-LSE_RS05440	LSE_RS05440	3009	1890
gene-LSE_RS05445	LSE_RS05445	1685	954
gene-LSE_RS05450	LSE_RS05450	2136	1773
gene-LSE_RS05455	LSE_RS05455	2653	2020
gene-LSE_RS05460	LSE_RS05460	498	246
gene-LSE_RS05465	LSE_RS05465	661	363
gene-LSE_RS05470	LSE_RS05470	780	462
gene-LSE_RS05475	LSE_RS05475	2354	1638
gene-LSE_RS05480	LSE_RS05480	119	136
gene-LSE_RS05485	LSE_RS05485	5797	1431
gene-LSE_RS05490	LSE_RS05490	2535	1583
gene-LSE_RS05495	LSE_RS05495	14537	6227
gene-LSE_RS05500	LSE_RS05500	12478	13349
gene-LSE_RS05505	LSE_RS05505	9063	11124
gene-LSE_RS05510	LSE_RS05510	1246	894
gene-LSE_RS05515	LSE_RS05515	4421	3032
gene-LSE_RS05520	pheS	66982	51469
gene-LSE_RS05525	pheT	102025	112537
gene-LSE_RS05530	LSE_RS05530	4514	3269
gene-LSE_RS05535	LSE_RS05535	14469	14180
gene-LSE_RS05540	LSE_RS05540	1479	559
gene-LSE_RS05545	LSE_RS05545	8921	5882
gene-LSE_RS05550	LSE_RS05550	875	397
gene-LSE_RS05555	rnhC	2268	1422
gene-LSE_RS05560	zapA	2641	1238
gene-LSE_RS05565	LSE_RS05565	4735	2602
gene-LSE_RS05570	polX	6904	4982
gene-LSE_RS05575	LSE_RS05575	14808	13609
gene-LSE_RS05580	trxA	12591	9679
gene-LSE_RS05585	uvrC	24101	20573
gene-LSE_RS05590	LSE_RS05590	4762	3159
gene-LSE_RS05595	LSE_RS05595	4072	2110
gene-LSE_RS05600	racE	6316	3148
gene-LSE_RS05605	rph	7785	4632
gene-LSE_RS05610	LSE_RS05610	6179	3904
gene-LSE_RS05615	LSE_RS05615	6059	3935
gene-LSE_RS05620	LSE_RS05620	991	601
gene-LSE_RS05625	LSE_RS05625	695	273
gene-LSE_RS05635	LSE_RS05635	1252	411
gene-LSE_RS05640	LSE_RS05640	3869	2259
gene-LSE_RS05645	LSE_RS05645	789	428
gene-LSE_RS05650	LSE_RS05650	587	285
gene-LSE_RS05655	LSE_RS05655	316	306
gene-LSE_RS05660	LSE_RS05660	191	213
gene-LSE_RS05665	LSE_RS05665	90	136
gene-LSE_RS05670	LSE_RS05670	280	421
gene-LSE_RS05675	LSE_RS05675	418	438
gene-LSE_RS05680	LSE_RS05680	382	360
gene-LSE_RS05685	LSE_RS05685	299	243
gene-LSE_RS05690	LSE_RS05690	126	122
gene-LSE_RS05695	LSE_RS05695	254	245
gene-LSE_RS05700	LSE_RS05700	160	153
gene-LSE_RS05705	LSE_RS05705	483	446
gene-LSE_RS05710	LSE_RS05710	372	344
gene-LSE_RS05715	LSE_RS05715	363	414
gene-LSE_RS05720	LSE_RS05720	312	393
gene-LSE_RS05725	LSE_RS05725	325	279
gene-LSE_RS05730	LSE_RS05730	230	136
